Site,Plot,Sps,Max_width,Coral_ID,coords_x,coords_y,5/1/18,6/1/18,6/21/18,7/16/18,8/17/18,10/30/18,11/9/18,11/29/18,12/13/18,1/4/19,1/18/19,2/8/19,3/4/19,3/21/19,4/11/19,5/2/19,5/16/19,5/28/19,6/13/19,7/1/19,7/22/19,8/16/19,9/17/19,10/14/19,11/12/19,12/6/19,total,total_bin,days_dis,weeks_dis,tot_stressed,tot_diseased,tot_both
3,47,PAST,10,3_p47_t1_s0_c29_PAST,0.840571,4.071993832,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,0,0,0,0,NS,Health,meh
3,47,PAST,10,3_p47_t1_s0_c30_PAST,0.640031,4.204213056,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,0,0,0,0,NS,Health,meh
3,47,PAST,10,3_p47_t1_s0_c31_PAST,0.811047,4.305163148,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,0,0,0,0,NS,Health,meh
3,47,MCAV,55,3_p47_t1_s0_c32_MCAV,-0.0196821,4.833881318,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,0,0,0,0,NS,Health,meh
3,47,PAST,10,3_p47_t1_s5_c1_PAST,0.72139,5.271331716,Healthy,Healthy,Healthy,Healthy,Unknown,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,0,0,0,0,NS,Health,meh
3,47,PAST,10,3_p47_t1_s5_c2_PAST,0.235414,5.335298519,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,0,0,0,0,NS,Health,meh
3,47,SBOU,10,3_p47_t1_s5_c3_SBOU,0.377724,5.469422462,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,0,0,0,0,NS,Health,meh
3,47,MCAV,110,3_p47_t1_s5_c4_MCAV,0.834176,5.638624974,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,0,0,0,0,NS,Health,meh
3,47,CNAT,110,3_p47_t1_s5_c5_CNAT,-0.0527426,5.933697649,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,SCTLD,SCTLD,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,2,1,42,6,NS,Dis,meh
3,47,ODIF,30,3_p47_t1_s5_c6_ODIF,0.831863,6.205278792,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,0,0,0,0,NS,Health,meh
3,47,MCAV,200,3_p47_t1_s5_c7_MCAV,0.770776,7.171606086,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,0,0,0,0,NS,Health,meh
3,47,MCAV,55,3_p47_t1_s5_c8_MCAV,0.256774,7.102083853,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,0,0,0,0,NS,Health,meh
3,47,MCAV,10,3_p47_t1_s5_c9_MCAV,0.51568,6.670188885,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,0,0,0,0,NS,Health,meh
3,47,MCAV,15,3_p47_t1_s5_c10_MCAV,0.28276,7.735561552,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,0,0,0,0,NS,Health,meh
3,47,MCAV,25,3_p47_t1_s5_c11_MCAV,-0.0629464,8.433640961,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,0,0,0,0,NS,Health,meh
3,47,MCAV,50,3_p47_t1_s5_c12_MCAV,0.164123,8.801569125,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,0,0,0,0,NS,Health,meh
3,47,SSID,15,3_p47_t1_s5_c13_SSID,0.793497,8.605065645,Healthy,Healthy,Healthy,Healthy,Unknown,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,0,0,0,0,NS,Health,meh
3,47,SINT,15,3_p47_t1_s5_c14_SINT,0.706832,8.837917508,Healthy,Healthy,Healthy,Healthy,Unknown,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,0,0,0,0,NS,Health,meh
3,47,CNAT,30,3_p47_t1_s5_c15_CNAT,-0.0658035,9.133625088,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,SCTLD,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,1,1,21,3,NS,Dis,meh
3,47,MCAV,100,3_p47_t1_s5_c16_MCAV,0.733634,9.271399742,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,0,0,0,0,NS,Health,meh
3,47,MCAV,40,3_p47_t1_s5_c17_MCAV,0.531054,9.903607628,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,0,0,0,0,NS,Health,meh
3,47,SSID,15,3_p47_t1_s5_c18_SSID,-0.0689327,9.90027437,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,0,0,0,0,NS,Health,meh
3,47,PAST,10,3_p47_t1_s5_c19_PAST,0.448471,9.136482166,Healthy,Healthy,Healthy,Healthy,Unknown,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,0,0,0,0,NS,Health,meh
3,47,MCAV,80,3_p47_t2_s0_c1_MCAV,1.228316818,0.074147979,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,0,0,0,0,NS,Health,meh
3,47,OFAV,45,3_p47_t2_s0_c2_OFAV,1.398925194,0.275095803,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Dead,Dead,Dead,Dead,Dead,0,0,0,0,NS,Health,meh
3,47,MCAV,115,3_p47_t2_s0_c3_MCAV,1.252806059,1.07428403,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Unknown,SCTLD,SCTLD,SCTLD,SCTLD,SCTLD,SCTLD,SCTLD,SCTLD,SCTLD,SCTLD,SCTLD,SCTLD,SCTLD,13,1,287,41,NS,Dis,meh
3,47,OFAV,20,3_p47_t2_s0_c4_OFAV,1.163284279,2.00712002,Healthy,Healthy,Healthy,Healthy,Unknown,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Dead,Dead,Dead,Dead,Dead,0,0,0,0,NS,Health,meh
3,47,SSID,10,3_p47_t2_s0_c5_SSID,0.992268,1.906169928,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Unknown,Unknown,Unknown,Unknown,Healthy,Healthy,Healthy,0,0,0,0,NS,Health,meh
3,47,MCAV,10,3_p47_t2_s0_c6_MCAV,1.448039727,2.242035328,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,0,0,0,0,NS,Health,meh
3,47,CNAT,65,3_p47_t2_s0_c7_CNAT,1.761365955,2.477109363,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,SCTLD,SCTLD,SCTLD,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,3,1,72,10.28571429,NS,Dis,meh
3,47,SINT,10,3_p47_t2_s0_c8_SINT,1.360966871,2.574884923,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,0,0,0,0,NS,Health,meh
3,47,SSID,35,3_p47_t2_s0_c9_SSID,1.474705789,2.708850139,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,0,0,0,0,NS,Health,meh
3,47,MCAV,55,3_p47_t2_s0_c10_MCAV,1.188589828,2.807260606,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,0,0,0,0,NS,Health,meh
3,47,SSID,45,3_p47_t2_s0_c11_SSID,1.445454752,2.8753543,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,0,0,0,0,NS,Health,meh
3,47,SSID,30,3_p47_t2_s0_c12_SSID,1.644225755,3.176458584,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,0,0,0,0,NS,Health,meh
3,47,SSID,45,3_p47_t2_s0_c13_SSID,1.756604159,3.643749575,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,0,0,0,0,NS,Health,meh
3,47,SSID,25,3_p47_t2_s0_c14_SSID,1.328314551,3.574703521,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,0,0,0,0,NS,Health,meh
3,47,CNAT,55,3_p47_t2_s0_c15_CNAT,1.128591188,3.506927281,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,SCTLD,SCTLD,SCTLD,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,3,1,47,6.714285714,NS,Dis,meh
3,47,SBOU,10,3_p47_t2_s0_c16_SBOU,0.956894,3.572640076,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,SCTLD,SCTLD,SCTLD,SCTLD,SCTLD,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,5,1,107,15.28571429,NS,Dis,meh
3,47,SINT,15,3_p47_t2_s5_c17_SINT,1.184100134,3.907235664,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,0,0,0,0,S,Health,meh
3,47,DSTO,10,3_p47_t2_s5_c18_OFAV,1.840275731,4.144214417,Healthy,Healthy,Healthy,Healthy,Unknown,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,0,0,0,0,NS,Health,meh
3,47,SSID,10,3_p47_t2_s5_c1_SSID,1.778236321,5.343869754,Healthy,Healthy,Healthy,Healthy,Unknown,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,0,0,0,0,NS,Health,meh
3,47,SSID,25,3_p47_t2_s5_c2_SSID,1.121380468,5.273553888,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,0,0,0,0,NS,Health,meh
3,47,SSID,15,3_p47_t2_s5_c3_SSID,1.206548604,5.407360377,Healthy,Healthy,Healthy,Healthy,Unknown,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,0,0,0,0,NS,Health,meh
3,47,MCAV,300,3_p47_t2_s5_c4_MCAV,1.462869323,5.608784381,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,0,0,0,0,NS,Health,meh
3,47,ODIF,25,3_p47_t2_s5_c5_ODIF,1.691299517,5.643386771,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,0,0,0,0,NS,Health,meh
3,47,OFAV,10,3_p47_t2_s5_c6_OFAV,1.284369969,7.341126052,Healthy,Healthy,Healthy,Healthy,Unknown,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,0,0,0,0,NS,Health,meh
3,47,SSID,10,3_p47_t2_s5_c7_SSID,0.772001,6.871612889,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,0,0,0,0,NS,Health,meh
3,47,SINT,10,3_p47_t2_s5_c8_SINT,1.832112651,6.144169066,Healthy,Healthy,Healthy,Healthy,Unknown,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,0,0,0,0,NS,Health,meh
3,47,SRAD,10,3_p47_t2_s5_c9_SRAD,1.659463504,6.443209905,Healthy,Healthy,Healthy,Healthy,Unknown,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,0,0,0,0,NS,Health,meh
3,47,MCAV,10,3_p47_t2_s5_c10_MCAV,1.858778713,6.610983878,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,0,0,0,0,NS,Health,meh
3,47,SSID,40,3_p47_t2_s5_c11_SSID,1.858098456,6.777646765,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,0,0,0,0,NS,Health,meh
3,47,SSID,25,3_p47_t2_s5_c12_SSID,1.828575316,7.010816081,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,0,0,0,0,NS,Health,meh
3,47,CNAT,10,3_p47_t2_s5_c13_CNAT,1.913335299,7.244620303,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Dead,Dead,Dead,0,0,0,0,NS,Health,meh
3,47,SSID,30,3_p47_t2_s5_c14_SSID,1.912246888,7.511280923,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,0,0,0,0,NS,Health,meh
3,47,SSID,20,3_p47_t2_s5_c15_SSID,1.765991701,8.343801728,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,0,0,0,0,NS,Health,meh
3,47,SSID,35,3_p47_t2_s5_c16_SSID,1.336613682,8.541416294,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,0,0,0,0,NS,Health,meh
3,47,SSID,25,3_p47_t2_s5_c17_SSID,1.107503231,8.673476792,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,0,0,0,0,NS,Health,meh
3,47,SRAD,10,3_p47_t2_s5_c18_SRAD,1.878234054,8.844425296,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,0,0,0,0,NS,Health,meh
3,47,SRAD,10,3_p47_t2_s5_c19_SRAD,1.679054897,8.643318746,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,0,0,0,0,NS,Health,meh
3,47,PAST,15,3_p47_t2_s5_c20_PAST,1.507086007,8.775696696,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,0,0,0,0,NS,Health,meh
3,47,SSID,25,3_p47_t2_s5_c21_SSID,1.392258679,8.9083921,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,0,0,0,0,NS,Health,meh
3,47,MYCE,20,3_p47_t2_s5_c22_MYCE,1.705176753,9.243463867,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,0,0,0,0,NS,Health,meh
3,47,MCAV,110,3_p47_t2_s5_c23_MCAV,1.505045237,9.275685359,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,0,0,0,0,NS,Health,meh
3,47,MCAV,65,3_p47_t2_s5_c24_MCAV,1.732659123,9.510283214,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,0,0,0,0,NS,Health,meh
3,47,SSID,20,3_p47_t3_s0_c1_SSID,2.799573706,0.116210517,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Unknown,Unknown,Unknown,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,0,0,0,0,NS,Health,meh
3,47,PSTR,25,3_p47_t3_s0_c2_PSTR,2.656175597,0.248747194,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Unknown,Unknown,Unknown,Unknown,SCTLD,SCTLD,SCTLD,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,3,1,69,9.857142857,NS,Dis,meh
3,47,SSID,15,3_p47_t3_s0_c3_SSID,2.855762908,0.349856012,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Unknown,Unknown,Unknown,Healthy,Unknown,Unknown,Unknown,Unknown,Unknown,Healthy,Healthy,Healthy,Healthy,Healthy,0,0,0,0,NS,Health,meh
3,47,SINT,15,3_p47_t3_s0_c4_SINT,2.826920024,0.416362441,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,0,0,0,0,NS,Health,meh
3,47,SINT,12,3_p47_t3_s0_c5_SINT,2.599714292,0.081766853,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,SCTLD,SCTLD,SCTLD,SCTLD,SCTLD,SCTLD,SCTLD,Unknown,Healthy,7,1,151,21.57142857,NS,Dis,meh
3,47,SINT,10,3_p47_t3_s0_c6_SINT,2.542436679,0.114781978,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,SCTLD,SCTLD,SCTLD,SCTLD,SCTLD,SCTLD,SCTLD,Unknown,Healthy,7,1,151,21.57142857,NS,Dis,meh
3,47,PAST,12,3_p47_t3_s0_c7_PAST,2.455908029,0.314301263,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,0,0,0,0,NS,Health,meh
3,47,PSTR,120,3_p47_t3_s0_c8_PSTR,2.90691821,1.816806875,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,SCTLD,SCTLD,SCTLD,SCTLD,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,4,1,93,13.28571429,NS,Dis,meh
